record_id,campaign,coin_number,short_id,spot_type,spot_description,confidence,confidence_score,review_basis,primary_position,secondary_position,primary_object,secondary_object,tertiary_object,environment_type,surface_type,concealment_type,search_priority,search_instruction,search_text
sg60_063,SG60,63,gS5cImefyyQ,leaf_litter_soil,"Under dry leaves, on soil among small rocks.",high,1.0,end6 contact sheet,under,on,leaves,soil,rock,mixed_edge,leaf_litter+soil,underside,5,"Check underneath the leaves first, then inspect the nearest edge and floor seam.","SG60 silver coin. coin 63. spot type leaf litter soil. positions under on. objects leaves soil rock. environment mixed edge. concealment underside. Under dry leaves, on soil among small rocks."
sg60_064,SG60,64,Q9vR1ZYLvRU,paver_hole,Inside the round hole of a square paver or stepping stone.,high,1.0,end6 contact sheet,inside,,paver,concrete,rock,walkway_edge,tile+rock,hole_opening,5,Start inside the paver and inspect the nearest edge before checking open ground.,SG60 silver coin. coin 64. spot type paver hole. positions inside. objects paver concrete rock. environment walkway edge. concealment hole opening. Inside the round hole of a square paver or stepping stone.
sg60_065,SG60,65,mRVj09QozOM,paver_crack,"In the crack between concrete pavers, on grass and soil.",high,1.0,end12_24 plus end6 contact sheets,in_between,on,paver,concrete,grass,walkway_edge,tile+concrete,seam_gap,5,Check the seam or narrow gap in between the paver before scanning open ground.,"SG60 silver coin. coin 65. spot type paver crack. positions in_between on. objects paver concrete grass. environment walkway edge. concealment seam gap. In the crack between concrete pavers, on grass and soil."
sg60_066,SG60,66,UlkX0gqr3sM,concrete_block_gap,"In between concrete blocks, on soil and dry leaves.",high,1.0,end6 contact sheet,in_between,on,concrete,soil,leaves,mixed_edge,concrete+soil,seam_gap,5,Check the seam or narrow gap in between the concrete before scanning open ground.,"SG60 silver coin. coin 66. spot type concrete block gap. positions in_between on. objects concrete soil leaves. environment mixed edge. concealment seam gap. In between concrete blocks, on soil and dry leaves."
sg60_067,SG60,67,QZco4ririmE,stone_base_grass_gap,"In the gap at the base of a red stone seat or wall, beside grass.",high,1.0,end6 contact sheet,at_base,beside,rock,grass,bench,bench_zone,rock+grass,seam_gap,5,Check the seam or narrow gap at the base of the rock before scanning open ground.,"SG60 silver coin. coin 67. spot type stone base grass gap. positions at_base beside. objects rock grass bench. environment bench zone. concealment seam gap. In the gap at the base of a red stone seat or wall, beside grass."
sg60_068,SG60,68,zF2aZNjevXM,playground_panel_bolt,Under the seam bolt of an orange playground tunnel panel.,high,1.0,end12_24 plus end6 contact sheets,under,,playground,panel,,playground,metal,seam_gap,5,Check the seam or narrow gap under the playground before scanning open ground.,SG60 silver coin. coin 68. spot type playground panel bolt. positions under. objects playground panel. environment playground. concealment seam gap. Under the seam bolt of an orange playground tunnel panel.
sg60_069,SG60,69,lfaXx_2zsT0,curb_grass_gap,In the grass gap beside a concrete kerb block.,high,1.0,end6 contact sheet,beside,,kerb,grass,concrete,mixed_edge,concrete+grass,seam_gap,5,Check the seam or narrow gap beside the kerb before scanning open ground.,SG60 silver coin. coin 69. spot type curb grass gap. positions beside. objects kerb grass concrete. environment mixed edge. concealment seam gap. In the grass gap beside a concrete kerb block.
sg60_070,SG60,70,qPKss6b2w8I,step_seam,"In the narrow seam under a concrete step or ledge, on gravel.",high,1.0,end6 contact sheet,under,on,concrete,rock,,mixed_edge,concrete+rock,seam_gap,5,Check the seam or narrow gap under the concrete before scanning open ground.,"SG60 silver coin. coin 70. spot type step seam. positions under on. objects concrete rock. environment mixed edge. concealment seam gap. In the narrow seam under a concrete step or ledge, on gravel."
sg60_071,SG60,71,-udvHINeWdM,signboard_leaf_litter,"Under dry leaves, beside the black signboard panel and hedge.",medium,0.7,end12_24 plus end6 contact sheets,under,beside,signboard,leaves,panel,structure_edge,leaf_litter+metal,underside,4,"Check underneath the signboard first, then inspect the nearest edge and floor seam.","SG60 silver coin. coin 71. spot type signboard leaf litter. positions under beside. objects signboard leaves panel. environment structure edge. concealment underside. Under dry leaves, beside the black signboard panel and hedge."
sg60_072,SG60,72,8x8JBL9cddE,brick_mulch_seam,"In between the red brick border and planting bed, under roots and mulch.",high,1.0,end6 contact sheet,in_between,under,brick,soil,planter,landscape_edge,brick+soil,seam_gap,5,Check the seam or narrow gap in between the brick before scanning open ground.,"SG60 silver coin. coin 72. spot type brick mulch seam. positions in_between under. objects brick soil planter. environment landscape edge. concealment seam gap. In between the red brick border and planting bed, under roots and mulch."
sg60_073,SG60,73,TQNPMjgjVCM,paver_planter_gap,"In the planter gap beside brick pavers, under rocks and dry leaves.",high,1.0,end6 contact sheet,beside,under,paver,planter,brick,landscape_edge,tile+brick,seam_gap,5,Check the seam or narrow gap beside the paver before scanning open ground.,"SG60 silver coin. coin 73. spot type paver planter gap. positions beside under. objects paver planter brick. environment landscape edge. concealment seam gap. In the planter gap beside brick pavers, under rocks and dry leaves."
sg60_074,SG60,74,EEZVOYZhNuU,perforated_panel_floor_gap,"Behind a perforated metal panel, on the concrete floor seam at the base.",high,1.0,end12_24 plus end6 contact sheets,behind,on,panel,concrete,,structure_edge,metal+concrete,seam_gap,5,Check the seam or narrow gap behind the panel before scanning open ground.,"SG60 silver coin. coin 74. spot type perforated panel floor gap. positions behind on. objects panel concrete. environment structure edge. concealment seam gap. Behind a perforated metal panel, on the concrete floor seam at the base."
sg60_076,SG60,76,-sVFN7VRj9g,curb_hedge_leaf_litter,"In between the concrete kerb and hedge border, under dry leaves.",high,1.0,end6 contact sheet,in_between,under,kerb,hedge,leaves,landscape_edge,concrete+leaf_litter,underside,5,"Check underneath the kerb first, then inspect the nearest edge and floor seam.","SG60 silver coin. coin 76. spot type curb hedge leaf litter. positions in_between under. objects kerb hedge leaves. environment landscape edge. concealment underside. In between the concrete kerb and hedge border, under dry leaves."
sg60_077,SG60,77,m7Wq5ONDuW0,stone_kerb_gap,"In between rocks and the concrete kerb, under dry leaves.",high,1.0,end6 contact sheet,in_between,under,rock,kerb,concrete,mixed_edge,rock+concrete,seam_gap,5,Check the seam or narrow gap in between the rock before scanning open ground.,"SG60 silver coin. coin 77. spot type stone kerb gap. positions in_between under. objects rock kerb concrete. environment mixed edge. concealment seam gap. In between rocks and the concrete kerb, under dry leaves."
sg60_078,SG60,78,Jg3NqxnQ2JA,fence_base_gravel_strip,"In the gravel strip behind a slanted metal gate or fence panel, beside concrete pavers.",high,1.0,end12_24 plus end6 contact sheets,behind,beside,fence,rock,panel,structure_edge,rock+metal,behind_object,4,Check behind the fence and along the base where debris collects.,"SG60 silver coin. coin 78. spot type fence base gravel strip. positions behind beside. objects fence rock panel. environment structure edge. concealment behind object. In the gravel strip behind a slanted metal gate or fence panel, beside concrete pavers."
sg60_079,SG60,79,IW53sWHmtSo,stone_kerb_edge,"In between the stone kerb and pebbles, beside the path edge.",high,1.0,end6 contact sheet,in_between,beside,rock,kerb,paver,walkway_edge,rock+concrete,edge_hide,4,Start in between the rock and inspect the nearest edge before checking open ground.,"SG60 silver coin. coin 79. spot type stone kerb edge. positions in_between beside. objects rock kerb paver. environment walkway edge. concealment edge hide. In between the stone kerb and pebbles, beside the path edge."
sg60_080,SG60,80,xPpiC7BFbJg,tree_base_leaf_litter,"Under dry leaves at the base of a clump of slim tree trunks, on soil.",medium,0.7,end12_24 plus end6 contact sheets,under,at_base,tree,leaves,soil,landscape_edge,leaf_litter+soil,underside,4,"Check underneath the tree first, then inspect the nearest edge and floor seam.","SG60 silver coin. coin 80. spot type tree base leaf litter. positions under at_base. objects tree leaves soil. environment landscape edge. concealment underside. Under dry leaves at the base of a clump of slim tree trunks, on soil."
sg60_081,SG60,81,anulzMTh02o,grass_grid_paver_gap,"Under the edge of a grass grid paver, on soil below the concrete cell.",high,1.0,full48 plus end12_24 contact sheets,under,on,grass,paver,soil,walkway_edge,grass+tile,seam_gap,5,Check the seam or narrow gap under the grass before scanning open ground.,"SG60 silver coin. coin 81. spot type grass grid paver gap. positions under on. objects grass paver soil. environment walkway edge. concealment seam gap. Under the edge of a grass grid paver, on soil below the concrete cell."
sg60_082,SG60,82,FqaMm7wFq70,stone_panel_gap,"Inside the gap between a stone ledge and dark panel, among grass and rubble.",high,1.0,end6 contact sheet,inside,in_between,rock,panel,concrete,structure_edge,rock+metal,seam_gap,5,Check the seam or narrow gap inside the rock before scanning open ground.,"SG60 silver coin. coin 82. spot type stone panel gap. positions inside in_between. objects rock panel concrete. environment structure edge. concealment seam gap. Inside the gap between a stone ledge and dark panel, among grass and rubble."
sg60_083,SG60,83,O9HOmbFcpQo,drainage_slot,"Inside the narrow drainage slot beside the concrete curb, next to the metal cover.",high,1.0,end12_24 plus end6 contact sheets,inside,beside,drain,concrete,kerb,utility_edge,concrete+metal,seam_gap,5,Check the seam or narrow gap inside the drain before scanning open ground.,"SG60 silver coin. coin 83. spot type drainage slot. positions inside beside. objects drain concrete kerb. environment utility edge. concealment seam gap. Inside the narrow drainage slot beside the concrete curb, next to the metal cover."
sg60_084,SG60,84,95RK_SGccxM,curb_leaf_litter,Under dry leaves at the concrete curb edge beside the path.,high,1.0,end12_24 plus end6 contact sheets,under,beside,kerb,leaves,concrete,walkway_edge,concrete+leaf_litter,underside,5,"Check underneath the kerb first, then inspect the nearest edge and floor seam.",SG60 silver coin. coin 84. spot type curb leaf litter. positions under beside. objects kerb leaves concrete. environment walkway edge. concealment underside. Under dry leaves at the concrete curb edge beside the path.
sg60_085,SG60,85,xpCdS0R65No,perforated_ramp_gap,"Under a perforated metal ramp or stair panel, beside the beam seam.",high,1.0,end12_24 plus end6 contact sheets,under,beside,concrete,panel,,structure_edge,metal,seam_gap,5,Check the seam or narrow gap under the concrete before scanning open ground.,"SG60 silver coin. coin 85. spot type perforated ramp gap. positions under beside. objects concrete panel. environment structure edge. concealment seam gap. Under a perforated metal ramp or stair panel, beside the beam seam."
sg60_086,SG60,86,QbMa1cv9aT4,planter_shrub_gap,"Inside the planter gap beside shrub stems, on leaf litter and debris.",high,1.0,end6 contact sheet,inside,beside,planter,hedge,leaves,landscape_edge,leaf_litter,seam_gap,5,Check the seam or narrow gap inside the planter before scanning open ground.,"SG60 silver coin. coin 86. spot type planter shrub gap. positions inside beside. objects planter hedge leaves. environment landscape edge. concealment seam gap. Inside the planter gap beside shrub stems, on leaf litter and debris."
sg60_087,SG60,87,lFIY3_s1I7g,grass_edge_crack,In the grass-lined crack beside a concrete edge.,high,1.0,end6 contact sheet,beside,,grass,concrete,,mixed_edge,grass+concrete,seam_gap,5,Check the seam or narrow gap beside the grass before scanning open ground.,SG60 silver coin. coin 87. spot type grass edge crack. positions beside. objects grass concrete. environment mixed edge. concealment seam gap. In the grass-lined crack beside a concrete edge.
sg60_089,SG60,89,5w9mMW27g3I,grass_patch_hole,"Inside a small hole in the grass, on bare soil.",high,1.0,end6 contact sheet,inside,on,grass,soil,,mixed_edge,grass+soil,hole_opening,5,Start inside the grass and inspect the nearest edge before checking open ground.,"SG60 silver coin. coin 89. spot type grass patch hole. positions inside on. objects grass soil. environment mixed edge. concealment hole opening. Inside a small hole in the grass, on bare soil."
sg60_090,SG60,90,UpffYlUADG8,grass_slope_patch,"On the grass slope, beside a fallen branch.",low,0.4,end12_24 plus end6 contact sheets,on,beside,grass,,,mixed_edge,grass,natural_cover,2,"Check under leaves, roots, or groundcover beside the grass before searching open pavement.","SG60 silver coin. coin 90. spot type grass slope patch. positions on beside. objects grass. environment mixed edge. concealment natural cover. On the grass slope, beside a fallen branch."
sg60_091,SG60,91,_7Cibeu-TVM,bench_armrest_gap,"Inside the metal bench armrest or side support gap, beside the bag.",high,1.0,end6 contact sheet,inside,beside,bench,,,bench_zone,metal,seam_gap,5,Check the seam or narrow gap inside the bench before scanning open ground.,"SG60 silver coin. coin 91. spot type bench armrest gap. positions inside beside. objects bench. environment bench zone. concealment seam gap. Inside the metal bench armrest or side support gap, beside the bag."
sg60_093,SG60,93,zzDhnBAcUQY,brick_border_gap,"In between the red brick border and the hedge-side stone edge, under leaves.",high,1.0,end12_24 plus end6 contact sheets,in_between,under,brick,hedge,rock,landscape_edge,brick+rock,seam_gap,5,Check the seam or narrow gap in between the brick before scanning open ground.,"SG60 silver coin. coin 93. spot type brick border gap. positions in_between under. objects brick hedge rock. environment landscape edge. concealment seam gap. In between the red brick border and the hedge-side stone edge, under leaves."
sg60_094,SG60,94,NrA7S7yS_0s,bench_underside_gap,"Under the wooden bench seat, behind the front support bar.",high,1.0,end6 contact sheet,under,behind,bench,wood,,bench_zone,wood,seam_gap,5,Check the seam or narrow gap under the bench before scanning open ground.,"SG60 silver coin. coin 94. spot type bench underside gap. positions under behind. objects bench wood. environment bench zone. concealment seam gap. Under the wooden bench seat, behind the front support bar."
sg60_095,SG60,95,2e8gj9imhaE,bench_armrest_gap,Inside the metal bench armrest or side support gap.,high,1.0,end12_24 plus end6 contact sheets,inside,,bench,,,bench_zone,metal,seam_gap,5,Check the seam or narrow gap inside the bench before scanning open ground.,SG60 silver coin. coin 95. spot type bench armrest gap. positions inside. objects bench. environment bench zone. concealment seam gap. Inside the metal bench armrest or side support gap.
sg60_096,SG60,96,Tey6RdMfh-g,planter_branch_gap,"Inside the planter bed, under twigs beside the edging strip.",high,1.0,end6 contact sheet,inside,under,planter,,,landscape_edge,mixed,seam_gap,5,Check the seam or narrow gap inside the planter before scanning open ground.,"SG60 silver coin. coin 96. spot type planter branch gap. positions inside under. objects planter. environment landscape edge. concealment seam gap. Inside the planter bed, under twigs beside the edging strip."
sg60_097,SG60,97,qw1D8pd9yzs,drain_grate_kerb_edge,"Beside the linear drain grate, under the concrete kerb edge.",medium,0.7,end12_24 plus end6 contact sheets,beside,under,drain,kerb,concrete,utility_edge,metal+concrete,underside,4,"Check underneath the drain first, then inspect the nearest edge and floor seam.","SG60 silver coin. coin 97. spot type drain grate kerb edge. positions beside under. objects drain kerb concrete. environment utility edge. concealment underside. Beside the linear drain grate, under the concrete kerb edge."
sg60_098,SG60,98,57Og8d3ueTU,ledge_grass_gap,"In between the concrete ledge and grass, on soil and small rocks.",high,1.0,end6 contact sheet,in_between,on,concrete,grass,soil,mixed_edge,concrete+grass,seam_gap,5,Check the seam or narrow gap in between the concrete before scanning open ground.,"SG60 silver coin. coin 98. spot type ledge grass gap. positions in_between on. objects concrete grass soil. environment mixed edge. concealment seam gap. In between the concrete ledge and grass, on soil and small rocks."
sg60_099,SG60,99,SF4VsRiVwUw,grass_hole,"Inside a small hole in the grass, on bare soil.",high,1.0,end6 contact sheet,inside,on,grass,soil,,mixed_edge,grass+soil,hole_opening,5,Start inside the grass and inspect the nearest edge before checking open ground.,"SG60 silver coin. coin 99. spot type grass hole. positions inside on. objects grass soil. environment mixed edge. concealment hole opening. Inside a small hole in the grass, on bare soil."
sg60_100,SG60,100,BxIQngkx9bU,retaining_wall_hole,"Inside a hole under the concrete retaining wall edge, among weeds.",high,1.0,end6 contact sheet,inside,under,wall,concrete,,structure_edge,concrete,hole_opening,5,Start inside the wall and inspect the nearest edge before checking open ground.,"SG60 silver coin. coin 100. spot type retaining wall hole. positions inside under. objects wall concrete. environment structure edge. concealment hole opening. Inside a hole under the concrete retaining wall edge, among weeds."
sg60_101,SG60,101,XZ65bYSGYB0,lamp_post_footing_gap,"Under the concrete footing of a lamp post or pole base, inside the groundcover.",high,1.0,end12_24 plus full12 contact sheets,under,inside,lamp_post,concrete,hedge,landscape_edge,concrete,seam_gap,5,Check the seam or narrow gap under the lamp post before scanning open ground.,"SG60 silver coin. coin 101. spot type lamp post footing gap. positions under inside. objects lamp_post concrete hedge. environment landscape edge. concealment seam gap. Under the concrete footing of a lamp post or pole base, inside the groundcover."
sg60_102,SG60,102,fMdnTSY5hGs,rock_gap_leaf_litter,"In between rocks, under dry leaves beside the concrete edge.",high,1.0,end6 contact sheet,in_between,under,rock,leaves,concrete,mixed_edge,rock+leaf_litter,seam_gap,5,Check the seam or narrow gap in between the rock before scanning open ground.,"SG60 silver coin. coin 102. spot type rock gap leaf litter. positions in_between under. objects rock leaves concrete. environment mixed edge. concealment seam gap. In between rocks, under dry leaves beside the concrete edge."
sg60_103,SG60,103,cZDZxEcD06I,bench_slat_gap,"In between the wooden bench slats, above the support frame.",high,1.0,end6 contact sheet,in_between,above,bench,wood,,bench_zone,wood,seam_gap,5,Check the seam or narrow gap in between the bench before scanning open ground.,"SG60 silver coin. coin 103. spot type bench slat gap. positions in_between above. objects bench wood. environment bench zone. concealment seam gap. In between the wooden bench slats, above the support frame."
sg60_104,SG60,104,m4khvdUbrNk,paver_edge_leaf_litter,"Under the edge of a concrete paver, among dry leaves and roots.",high,1.0,end6 contact sheet,under,,paver,leaves,concrete,walkway_edge,tile+leaf_litter,underside,5,"Check underneath the paver first, then inspect the nearest edge and floor seam.","SG60 silver coin. coin 104. spot type paver edge leaf litter. positions under. objects paver leaves concrete. environment walkway edge. concealment underside. Under the edge of a concrete paver, among dry leaves and roots."
sg60_105,SG60,105,jlQEoSxeFxc,concrete_crack,In a narrow concrete crack on the pavement.,high,1.0,end6 contact sheet,on,,concrete,paver,,walkway_edge,concrete+tile,seam_gap,5,Check the seam or narrow gap on the concrete before scanning open ground.,SG60 silver coin. coin 105. spot type concrete crack. positions on. objects concrete paver. environment walkway edge. concealment seam gap. In a narrow concrete crack on the pavement.
sg60_106,SG60,106,ebO7jsKGJ90,hedge_groundcover,"Under hedge groundcover leaves, on soil at the planter edge.",high,1.0,end6 contact sheet,under,on,hedge,utility_cover,leaves,utility_edge,leaf_litter+soil,underside,5,"Check underneath the hedge first, then inspect the nearest edge and floor seam.","SG60 silver coin. coin 106. spot type hedge groundcover. positions under on. objects hedge utility_cover leaves. environment utility edge. concealment underside. Under hedge groundcover leaves, on soil at the planter edge."
singapore_001,Singapore,1,oU5vGUmo_iU,utility_cover_edge,"In the crack beside a round concrete manhole or utility cover, beside grass.",high,1.0,end6 contact sheet,beside,,utility_cover,concrete,grass,utility_edge,concrete+grass,seam_gap,5,Check the seam or narrow gap beside the utility cover before scanning open ground.,"Singapore silver coin. coin 1. spot type utility cover edge. positions beside. objects utility_cover concrete grass. environment utility edge. concealment seam gap. In the crack beside a round concrete manhole or utility cover, beside grass."
singapore_002,Singapore,2,QYwr0mSeQR0,pipe_gap,"Behind a large white pipe, in between the pipe and concrete slab or wall.",high,1.0,full1 plus end10 contact sheets,behind,in_between,pipe,concrete,wall,utility_edge,metal+concrete,seam_gap,5,Check the seam or narrow gap behind the pipe before scanning open ground.,"Singapore silver coin. coin 2. spot type pipe gap. positions behind in_between. objects pipe concrete wall. environment utility edge. concealment seam gap. Behind a large white pipe, in between the pipe and concrete slab or wall."
singapore_003,Singapore,3,ZuYCJtKepmg,rock_base,"Beside a small concrete or rock block, on top of soil and under grass cover.",medium,0.7,end6 contact sheet,beside,on_top,rock,concrete,soil,mixed_edge,rock+concrete,edge_hide,3,Start beside the rock and inspect the nearest edge before checking open ground.,"Singapore silver coin. coin 3. spot type rock base. positions beside on_top. objects rock concrete soil. environment mixed edge. concealment edge hide. Beside a small concrete or rock block, on top of soil and under grass cover."
singapore_004,Singapore,4,LidgzIgiquE,stair_railing_corner,"In between the stair edge and metal railing base, on the concrete landing.",high,1.0,end6 contact sheet,in_between,on,concrete,railing,,structure_edge,metal+concrete,edge_hide,4,Start in between the concrete and inspect the nearest edge before checking open ground.,"Singapore silver coin. coin 4. spot type stair railing corner. positions in_between on. objects concrete railing. environment structure edge. concealment edge hide. In between the stair edge and metal railing base, on the concrete landing."
singapore_005,Singapore,5,b4JIem7lUn8,planter_leaf_litter,"Under leaves, beside concrete, at the edge of a planter bed.",medium,0.7,end6 contact sheet,under,beside,planter,leaves,concrete,landscape_edge,leaf_litter+concrete,underside,4,"Check underneath the planter first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 5. spot type planter leaf litter. positions under beside. objects planter leaves concrete. environment landscape edge. concealment underside. Under leaves, beside concrete, at the edge of a planter bed."
singapore_006,Singapore,6,R90RupEizx8,column_base_gap,"Beside a brick pillar, at floor level, in the concrete gap at the base.",high,1.0,full05 plus end6 contact sheets,beside,,column,brick,concrete,structure_edge,brick+concrete,seam_gap,5,Check the seam or narrow gap beside the column before scanning open ground.,"Singapore silver coin. coin 6. spot type column base gap. positions beside. objects column brick concrete. environment structure edge. concealment seam gap. Beside a brick pillar, at floor level, in the concrete gap at the base."
singapore_007,Singapore,7,K7x9hL4Xj74,hollow_fixture,"Inside a hollow white fixture or cap, below the rim.",high,1.0,full05 plus end6 contact sheets,inside,below,,,,mixed_edge,mixed,underside,5,"Check underneath the structure first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 7. spot type hollow fixture. positions inside below. objects mixed. environment mixed edge. concealment underside. Inside a hollow white fixture or cap, below the rim."
singapore_008,Singapore,8,1CTFltr5Rds,pipe_base_edge,"Beside a grey pipe or utility base, on the pebble concrete floor, against the wall.",high,1.0,end6 contact sheet,beside,on,pipe,utility_cover,concrete,utility_edge,metal+concrete,edge_hide,4,Start beside the pipe and inspect the nearest edge before checking open ground.,"Singapore silver coin. coin 8. spot type pipe base edge. positions beside on. objects pipe utility_cover concrete. environment utility edge. concealment edge hide. Beside a grey pipe or utility base, on the pebble concrete floor, against the wall."
singapore_009,Singapore,9,CPsya-A3quk,brick_border_gap,"In between red bricks, along the brick border beside the walkway.",high,1.0,end6 contact sheet,in_between,beside,brick,paver,,walkway_edge,brick+tile,seam_gap,5,Check the seam or narrow gap in between the brick before scanning open ground.,"Singapore silver coin. coin 9. spot type brick border gap. positions in_between beside. objects brick paver. environment walkway edge. concealment seam gap. In between red bricks, along the brick border beside the walkway."
singapore_010,Singapore,10,Wsp6XLmR8Co,planter_corner_gap,"In the planter corner, between concrete edges, under leaves and beside groundcover.",high,1.0,end6 contact sheet,in_corner,in_between,planter,concrete,leaves,landscape_edge,concrete+leaf_litter,seam_gap,5,Check the seam or narrow gap in the corner of the planter before scanning open ground.,"Singapore silver coin. coin 10. spot type planter corner gap. positions in_corner in_between. objects planter concrete leaves. environment landscape edge. concealment seam gap. In the planter corner, between concrete edges, under leaves and beside groundcover."
singapore_011,Singapore,11,2BV4KbtVa5Y,foliage_wall_base,"Under foliage, beside a low brick wall, on soil at the wall base.",medium,0.7,end6 contact sheet,under,beside,wall,brick,soil,structure_edge,brick+soil,underside,4,"Check underneath the wall first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 11. spot type foliage wall base. positions under beside. objects wall brick soil. environment structure edge. concealment underside. Under foliage, beside a low brick wall, on soil at the wall base."
singapore_012,Singapore,12,H3dOYRce8CE,ledge_shrub_edge,"Under a low concrete ledge, beside shrubs and leaves.",medium,0.7,full05 plus end6 contact sheets,under,beside,concrete,hedge,leaves,landscape_edge,concrete+leaf_litter,underside,4,"Check underneath the concrete first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 12. spot type ledge shrub edge. positions under beside. objects concrete hedge leaves. environment landscape edge. concealment underside. Under a low concrete ledge, beside shrubs and leaves."
singapore_013,Singapore,13,EeEDdDbaZCU,bench_underside,"Under a green bench, below the seat panel.",high,1.0,user correction plus end6 contact sheet,under,below,bench,panel,,bench_zone,metal,underside,5,"Check underneath the bench first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 13. spot type bench underside. positions under below. objects bench panel. environment bench zone. concealment underside. Under a green bench, below the seat panel."
singapore_014,Singapore,14,GF40nA3H9Is,grass_block_edge,"Beside a narrow concrete block, below grass level, near a drain edge.",medium,0.7,end6 contact sheet,beside,below,grass,concrete,drain,utility_edge,grass+concrete,underside,4,"Check underneath the grass first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 14. spot type grass block edge. positions beside below. objects grass concrete drain. environment utility edge. concealment underside. Beside a narrow concrete block, below grass level, near a drain edge."
singapore_015,Singapore,15,--oON0QUFi0,underside_beam_gap,"Under a low concrete bench or beam, inside the underside gap.",medium,0.7,end6 contact sheet,under,inside,concrete,bench,,bench_zone,concrete,seam_gap,4,Check the seam or narrow gap under the concrete before scanning open ground.,"Singapore silver coin. coin 15. spot type underside beam gap. positions under inside. objects concrete bench. environment bench zone. concealment seam gap. Under a low concrete bench or beam, inside the underside gap."
singapore_016,Singapore,16,Ab7Grf8Ws1Q,planter_wall_seam,"In between the planter wall and wooden planks, inside the floor seam.",high,1.0,end6 contact sheet,in_between,inside,planter,wall,wood,landscape_edge,wood,seam_gap,5,Check the seam or narrow gap in between the planter before scanning open ground.,"Singapore silver coin. coin 16. spot type planter wall seam. positions in_between inside. objects planter wall wood. environment landscape edge. concealment seam gap. In between the planter wall and wooden planks, inside the floor seam."
singapore_017,Singapore,17,6SGVBTrmMik,pipe_post_base,"Beside a black pipe or post, at the base on concrete.",medium,0.7,end6 contact sheet,beside,on,pipe,concrete,,utility_edge,metal+concrete,edge_hide,3,Start beside the pipe and inspect the nearest edge before checking open ground.,"Singapore silver coin. coin 17. spot type pipe post base. positions beside on. objects pipe concrete. environment utility edge. concealment edge hide. Beside a black pipe or post, at the base on concrete."
singapore_018,Singapore,18,Lk8MaFk1n5M,bench_leaf_litter,"Under and behind a bench, inside the fern bed, covered by leaves and plants.",high,1.0,full1 plus end10 plus end6 contact sheets,under,behind,bench,leaves,utility_cover,bench_zone,leaf_litter,underside,5,"Check underneath the bench first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 18. spot type bench leaf litter. positions under behind. objects bench leaves utility_cover. environment bench zone. concealment underside. Under and behind a bench, inside the fern bed, covered by leaves and plants."
singapore_019,Singapore,19,-x_nds_9rrA,pipe_base_gap,"Beside or behind a black cylindrical post, at the base on the void-deck floor.",low,0.4,end6 contact sheet,beside,behind,pipe,,,utility_edge,metal,seam_gap,3,Check the seam or narrow gap beside the pipe before scanning open ground.,"Singapore silver coin. coin 19. spot type pipe base gap. positions beside behind. objects pipe. environment utility edge. concealment seam gap. Beside or behind a black cylindrical post, at the base on the void-deck floor."
singapore_020,Singapore,20,V9ekSc2FE08,drainpipe_elbow,"Behind and below a white drainpipe elbow, beside a pillar on concrete.",high,1.0,end6 contact sheet,behind,below,pipe,drain,column,utility_edge,metal+concrete,underside,5,"Check underneath the pipe first, then inspect the nearest edge and floor seam.","Singapore silver coin. coin 20. spot type drainpipe elbow. positions behind below. objects pipe drain column. environment utility edge. concealment underside. Behind and below a white drainpipe elbow, beside a pillar on concrete."
singapore_021,Singapore,21,CbrQ15hE164,panel_support_corner,"In the corner beside a perforated metal panel support, between the support and concrete floor.",high,1.0,end6 contact sheet,in_corner,beside,panel,concrete,,structure_edge,metal+concrete,edge_hide,4,Start in the corner of the panel and inspect the nearest edge before checking open ground.,"Singapore silver coin. coin 21. spot type panel support corner. positions in_corner beside. objects panel concrete. environment structure edge. concealment edge hide. In the corner beside a perforated metal panel support, between the support and concrete floor."
